City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,hithadhoo,-0.6,73.0833,28.47,76,99,5.74,MV,1707074211
360,gaillac,43.9016,1.8969,7.53,82,45,1.06,FR,1707074211
361,sidhi,24.4167,81.8833,18.11,64,100,2.35,IN,1707074212
362,golere,16.2557,-14.1017,30.07,7,57,4.27,SN,1707074212
363,puerto aysen,-45.4,-72.7,20.98,59,10,1.92,CL,1707074212
364,usinsk,65.9939,57.5281,-23.85,99,27,0.89,RU,1707074212
365,tutong,4.8,114.65,25.05,95,100,2.11,BN,1707074212
366,puerto cabezas,14.0351,-83.3888,28.98,84,40,5.14,NI,1707074212
367,shizuoka,34.9769,138.3831,7.99,79,100,2.5,JP,1707074012
368,sarkad,46.75,21.3833,10.53,72,100,7.18,HU,1707074213
369,santa terezinha,-29.9002,-50.0904,28.24,70,6,2.49,BR,1707074213
370,nema,57.5067,50.5011,-8.83,94,100,6.3,RU,1707074213
371,kamen'-na-obi,53.7884,81.3423,-1.87,89,100,7.1,RU,1707074213
372,carutapera,-1.195,-46.02,29.98,64,20,4.37,BR,1707074213
373,mukalla,14.5425,49.1242,24.3,77,28,2.67,YE,1707074213
374,mar del plata,-38.0023,-57.5575,20.53,61,20,4.12,AR,1707074170
375,gizo,-8.103,156.8419,28.09,77,74,4.47,SB,1707074214
376,parun,35.4207,70.9221,-13.63,91,54,4.05,AF,1707074214
377,khandyga,62.6667,135.6,-43.69,100,67,0.58,RU,1707074141
378,bodo,67.28,14.405,1.02,62,20,6.17,NO,1707074010
379,coquimbo,-29.9533,-71.3436,23.85,60,75,4.12,CL,1707073997
380,illapel,-31.6308,-71.1653,29.18,42,61,4.56,CL,1707074174
381,mount carmel,38.4109,-87.7614,13.79,52,100,4.97,US,1707074215
382,kavaratti,10.5669,72.642,27.78,70,46,3.85,IN,1707073659
383,daru,-9.0763,143.2092,25.95,91,100,3.18,PG,1707074215
384,cockburn town,21.4612,-71.1419,25.98,65,75,6.17,TC,1707074215
385,kudymkar,59.0173,54.656,-14.75,97,100,3.24,RU,1707074215
386,constitucion,-35.3333,-72.4167,20.58,63,5,3.11,CL,1707074020
387,mantua,45.1667,10.7833,10.05,96,100,0.92,IT,1707074216
388,bamboo flat,11.7,92.7167,24.98,71,18,4.19,IN,1707074216
389,aswan,24.0934,32.907,14.12,25,44,4.54,EG,1707074216
390,qarazhal,48.0078,70.7903,-4.98,93,100,5.65,KZ,1707074216
391,kiruna,67.8557,20.2251,-7.49,93,100,2.06,SE,1707074216
392,nago,26.5881,127.9761,24.47,87,100,6.97,JP,1707074216
393,lucapa,-8.4192,20.7447,20.21,94,100,1.45,AO,1707074216
394,sao paulo de olivenca,-3.3783,-68.8725,24.39,98,100,0.97,BR,1707074217
395,taguatinga,-12.3857,-46.5711,30.65,48,60,2.77,BR,1707074217
396,joao pinheiro,-17.7425,-46.1725,25.18,63,100,2.22,BR,1707074217
397,divo,5.8397,-5.36,28.73,46,100,2.35,CI,1707074217
398,muroto-misakicho,33.2833,134.15,9.86,81,100,10.43,JP,1707074217
399,al kharijah,25.4514,30.5464,11.54,30,0,3.32,EG,1707074217
400,kaya,13.0917,-1.0844,26.04,11,5,4.56,BF,1707074218
401,talavera de la reina,39.9635,-4.8308,10.18,65,1,1.31,ES,1707074218
402,orthez,43.4884,-0.7724,11.54,73,77,1.7,FR,1707074218
403,newman,37.3138,-121.0208,13.49,90,100,8.49,US,1707074218
404,caorle,45.5966,12.8758,9.57,76,53,0.83,IT,1707074218
405,uturoa,-16.7333,-151.4333,27.03,85,100,6.93,PF,1707074218
406,belev,53.8119,36.1319,-0.61,85,96,6.94,RU,1707074218
407,mount isa,-20.7333,139.5,25.87,89,72,3.09,AU,1707074136
408,kalilangan,7.8211,124.7314,18.02,93,8,0.74,PH,1707074219
409,san julian,21.0167,-102.1667,20.54,10,0,3.28,MX,1707074219
410,zeerust,-25.5369,26.0751,25.19,37,72,1.94,ZA,1707074219
411,myitkyina,25.3833,97.4,12.33,69,4,0.99,MM,1707074219
412,bandar-e lengeh,26.5579,54.8807,19.46,28,0,6.74,IR,1707074219
413,kenora,49.8167,-94.4337,1.54,100,100,1.54,CA,1707074219
414,petropavlovka,50.6114,105.3196,-16.98,95,100,0.72,RU,1707074220
415,broome,42.2506,-75.833,6.61,49,0,0.89,US,1707074220
416,krasnyy chikoy,50.3643,108.7512,-22.61,100,55,0.29,RU,1707074220
417,saldanha,-33.0117,17.9442,22.03,84,100,2.77,ZA,1707074220
418,bayevo,53.2833,80.7667,-2.46,89,100,7.14,RU,1707074220
419,iquique,-20.2208,-70.1431,28.02,64,0,2.41,CL,1707074220
420,kuqa,41.7278,82.9364,-3.66,73,100,1.61,CN,1707074220
421,summit park,40.7458,-111.6116,0.68,62,26,1.79,US,1707074221
422,hotan,37.0997,79.9269,-2.26,74,100,2.14,CN,1707074203
423,grand falls-windsor,48.9332,-55.6649,0.28,94,100,2.68,CA,1707074221
424,sur,22.5667,59.5289,21.43,62,4,2.51,OM,1707074221
425,tamasi,46.6333,18.2833,9.91,77,100,2.53,HU,1707074221
426,dubbo,-32.25,148.6167,31.07,48,100,8.75,AU,1707074221
427,stjordalshalsen,63.4681,10.9262,-2.82,93,75,3.09,NO,1707074222
428,antsiranana,-12.2787,49.2917,25.35,91,100,2.07,MG,1707074102
429,thomaston,32.8882,-84.3266,6.88,90,100,3.13,US,1707074222
430,brookings,44.3114,-96.7984,2.32,100,100,3.6,US,1707073623
431,mincivan,39.0294,46.7185,5.88,60,87,3.18,AZ,1707074222
432,benjamin aceval,-24.9667,-57.5667,39.97,17,93,2.05,PY,1707074222
433,castillos,-34.1667,-53.8333,23.87,53,14,5.45,UY,1707074222
434,redencao,-4.2258,-38.7306,32.47,44,6,5.25,BR,1707074223
435,shagonar,51.5333,92.8,-26.62,98,100,1.19,RU,1707074223
436,richards bay,-28.783,32.0377,23.99,84,67,3.25,ZA,1707074170
437,dalandzadgad,43.5708,104.425,-14.06,94,89,1.34,MN,1707073782
438,neiafu,-18.65,-173.9833,26.38,94,40,0.0,TO,1707074202
439,sindi,20.8,78.8667,20.49,36,0,0.19,IN,1707074223
440,rapid city,44.0805,-103.231,7.61,94,100,4.92,US,1707074032
441,pacocha,-17.5833,-71.3333,25.76,70,0,3.15,PE,1707074224
442,gadzhiyevo,69.2551,33.3362,-11.73,84,99,7.16,RU,1707074224
443,ain sukhna,29.6002,32.3167,14.3,46,4,2.62,EG,1707074224
444,shelkovskaya,43.5069,46.3392,3.29,75,41,2.32,RU,1707074224
445,garoua boulai,5.8833,14.55,23.31,27,8,2.48,CM,1707074224
446,protaras,35.0125,34.0583,12.22,82,14,0.89,CY,1707074225
447,sarnia,42.9787,-82.4041,5.42,67,0,2.06,CA,1707073966
448,shambu,9.5667,37.1,15.42,59,100,0.71,ET,1707074225
449,rouissat,31.9243,5.3502,13.66,44,0,2.89,DZ,1707074225
450,moroto,2.5345,34.6666,23.62,57,98,8.4,UG,1707074225
451,rikaze,29.25,88.8833,-1.18,28,2,0.63,CN,1707074226
452,colonia,50.9333,6.95,11.99,84,100,8.75,DE,1707074038
453,tolanaro,-25.0319,46.9987,24.3,85,100,6.74,MG,1707074113
454,keyser,39.4409,-78.9739,13.3,47,0,0.45,US,1707074189
455,pisco,-13.7,-76.2167,28.03,61,0,6.69,PE,1707074057
456,guankou,28.15,113.6333,-0.11,97,99,0.98,CN,1707074226
457,ishqoshim,36.7248,71.6133,-15.26,73,5,1.59,TJ,1707074227
458,el jadid,33.2549,-8.506,16.43,75,100,2.98,MA,1707074227
459,asau,46.4333,26.4,5.71,82,100,6.9,RO,1707074227
460,taunggyi,20.7833,97.0333,9.34,58,0,1.25,MM,1707074227
461,sochi,43.6,39.7303,5.05,96,100,8.0,RU,1707074084
462,dauphin,51.1494,-100.0502,2.08,93,100,0.0,CA,1707074227
463,amuntai,-2.4177,115.2494,23.02,99,100,0.92,ID,1707074228
464,al artawiyah,26.5053,45.3444,13.75,33,99,5.41,SA,1707074228
465,darasun,51.6667,114.0,-26.77,100,100,0.66,RU,1707074228
466,el bauga,18.262,33.9081,18.83,16,97,6.81,SD,1707074228
467,pula,44.8683,13.8481,9.31,93,75,2.06,HR,1707074229
468,tukrah,32.5341,20.5791,13.39,70,31,4.03,LY,1707074229
469,altai,46.3722,96.2583,-20.33,76,0,1.19,MN,1707074229
470,el granada,37.5027,-122.4694,13.84,93,100,11.83,US,1707074229
471,namtsy,62.7161,129.6658,-42.12,100,60,0.39,RU,1707074230
472,celestun,20.8667,-90.4,25.92,70,14,4.09,MX,1707074230
473,tamandare,-8.7597,-35.1047,29.03,67,31,4.17,BR,1707074230
474,garagoa,5.0824,-73.3633,20.3,88,100,1.88,CO,1707074230
475,lazaro cardenas,17.9583,-102.2,27.14,56,0,4.76,MX,1707074161
476,port douglas,-16.4833,145.4667,26.85,84,81,1.25,AU,1707074231
477,vanimo,-2.6741,141.3028,25.78,92,100,2.91,PG,1707074231
478,gulf shores,30.246,-87.7008,19.08,74,75,3.6,US,1707074231
479,turar ryskulov,42.5333,70.3333,-4.21,88,98,2.17,KZ,1707074231
480,harstad,68.799,16.5293,-0.34,95,100,6.26,NO,1707074232
481,corner brook,48.9667,-57.9484,-3.91,93,100,6.04,CA,1707074232
482,prince rupert,54.3161,-130.3201,3.83,87,0,7.72,CA,1707074164
483,labrador city,52.9463,-66.9114,-10.05,52,75,1.03,CA,1707074232
484,yigo village,13.5361,144.8886,25.62,83,20,8.75,GU,1707074232
485,sept-iles,50.2001,-66.3821,-1.76,42,20,4.12,CA,1707074233
486,pemba,-12.974,40.5178,28.39,83,20,3.6,MZ,1707074233
487,floro,61.5996,5.0328,2.98,60,40,14.4,NO,1707074233
488,at taraf,25.3628,49.725,14.3,55,80,2.93,SA,1707074233
489,luganville,-15.5333,167.1667,26.31,85,69,1.79,VU,1707074233
490,fortuna,40.5982,-124.1573,8.14,95,100,2.7,US,1707074233
491,walla walla,46.0646,-118.343,11.03,66,0,3.6,US,1707074061
492,roma,43.2128,-75.4557,5.05,59,100,2.06,US,1707073998
493,eureka,40.8021,-124.1637,8.29,93,100,2.68,US,1707074135
494,oamaru,-45.0784,170.9801,16.26,64,20,3.92,NZ,1707074234
495,catalao,-18.1658,-47.9464,20.98,85,100,2.06,BR,1707074234
496,east london,-33.0153,27.9116,25.22,77,100,3.52,ZA,1707074108
497,tres arroyos,-38.3739,-60.2798,30.14,14,7,2.58,AR,1707074235
498,cruzeiro do sul,-29.5128,-51.9853,27.68,68,100,2.98,BR,1707074235
499,nova vicosa,-17.8919,-39.3719,28.2,64,26,3.68,BR,1707074167
500,bode saadu,8.9333,4.7833,31.0,14,27,1.08,NG,1707074235
501,glendive,47.1053,-104.7125,6.79,75,0,4.63,US,1707074236
502,maxixe,-23.8597,35.3472,25.9,83,20,2.57,MZ,1707074236
503,portland,45.5234,-122.6762,11.04,80,40,2.68,US,1707074088
504,cill airne,52.05,-9.5167,10.59,87,97,4.58,IE,1707074236
505,gangapur,26.4833,76.7167,17.3,94,99,3.72,IN,1707074237
506,safonovo,55.15,33.2167,-3.64,88,22,4.09,RU,1707074237
507,dalby,-27.1833,151.2667,22.74,85,100,3.28,AU,1707074237
508,vikulovo,56.8167,70.6107,-9.01,92,100,5.23,RU,1707074237
509,galle,6.0367,80.217,25.37,85,92,2.36,LK,1707074077
510,belyy yar,53.6039,91.3903,-18.06,92,99,1.0,RU,1707074238
511,grootfontein,-19.5667,18.1167,22.76,68,75,1.54,NA,1707074238
512,vera,-29.4593,-60.2126,38.06,28,98,2.78,AR,1707074238
513,leava,-14.3,-178.1667,28.39,74,100,3.4,WF,1707074238
514,darovskoy,58.77,47.9564,-9.75,90,100,5.2,RU,1707074238
515,cabrero,-37.0333,-72.4,34.97,14,0,5.41,CL,1707074118
516,orchard homes,46.8633,-114.0484,2.14,84,100,6.69,US,1707074239
517,piedmont,37.8244,-122.2316,13.56,85,75,12.35,US,1707074239
518,mwene-ditu,-7.0,23.45,20.36,92,100,0.32,CD,1707074239
519,boguchany,58.3814,97.4531,-13.97,92,100,0.89,RU,1707074239
520,taoudenni,22.6783,-3.9836,19.97,17,0,5.6,ML,1707074186
521,fetsund,59.929,11.1625,1.77,71,34,5.67,NO,1707074239
522,vilhena,-12.7406,-60.1458,24.5,85,74,2.13,BR,1707074240
523,karratha,-20.7377,116.8463,31.3,40,74,6.46,AU,1707074240
524,victoria de durango,24.0333,-104.6667,17.82,17,0,3.13,MX,1707074055
525,tofol,5.3248,163.0078,27.89,80,100,10.7,FM,1707074240
526,filiatra,37.15,21.5833,12.05,72,0,3.16,GR,1707074240
527,christchurch,-43.5333,172.6333,17.11,63,26,1.54,NZ,1707074110
528,baidoa,3.1138,43.6498,27.3,47,100,7.02,SO,1707074241
529,prince george,53.9166,-122.753,-8.31,86,0,3.09,CA,1707074111
530,santo antonio,-6.3106,-35.4789,32.15,47,27,7.47,BR,1707074241
531,chinde,26.8418,88.0763,9.42,59,84,1.06,NP,1707074241
532,kenai,60.5544,-151.2583,-10.48,91,100,2.06,US,1707074242
533,errachidia,31.9275,-4.4285,14.03,26,0,1.03,MA,1707074242
534,poykovskiy,61.2333,73.3333,-17.68,84,75,3.0,RU,1707074242
535,lesosibirsk,58.2358,92.4828,-7.27,95,100,2.56,RU,1707074242
536,santa cruz,-17.8,-63.1667,32.7,55,40,4.12,BO,1707074242
537,mermoz boabab,14.7065,-17.4758,30.31,57,0,3.09,SN,1707074243
538,bereket,39.2446,55.5154,8.06,46,1,2.22,TM,1707074243
539,nacozari viejo,30.4,-109.65,12.87,29,0,0.58,MX,1707074243
540,al 'amarah,31.8406,47.1396,13.59,40,0,1.33,IQ,1707074243
541,bengkulu,-3.8004,102.2655,24.8,92,100,2.31,ID,1707074243
542,vallenar,-28.5708,-70.7581,29.01,36,100,4.67,CL,1707074243
543,abashiri,44.0213,144.2697,-12.8,95,52,2.61,JP,1707074244
544,parkes,-33.1333,148.1833,23.53,79,100,3.25,AU,1707074244
545,la quiaca,-22.1024,-65.593,18.89,31,79,7.87,AR,1707074244
546,kafarati,10.383,11.0957,24.77,20,66,3.84,NG,1707074244
547,la sarre,48.8002,-79.1996,-0.19,97,100,0.61,CA,1707074245
548,carboneras,37.0015,-1.9213,13.51,71,0,1.28,ES,1707074245
549,happy valley-goose bay,53.3168,-60.3315,-17.83,65,40,1.03,CA,1707074245
550,dolores,-36.3132,-57.6792,29.12,26,8,6.7,AR,1707074245
551,corinto,37.9407,22.9573,11.98,72,0,3.25,GR,1707074245
552,sao domingos do prata,-19.865,-42.9683,27.43,67,86,2.41,BR,1707074246
553,letlhakeng,-24.0944,25.0298,25.97,38,33,3.23,BW,1707074246
554,saint croix,17.7397,-64.7388,28.31,65,75,4.63,VI,1707074246
555,zaozersk,69.4005,32.4476,-15.77,95,76,3.28,RU,1707074111
556,hirara,24.8,125.2833,23.15,94,75,5.14,JP,1707074246
557,canico,32.6333,-16.85,20.35,77,40,3.09,PT,1707074247
558,elesbao veloso,-6.2019,-42.1403,36.27,30,91,1.55,BR,1707074247
559,olinda,-8.0089,-34.8553,29.85,70,40,4.12,BR,1707074247
560,beihuaidian,39.2553,117.5583,-0.99,50,100,2.27,CN,1707074247
561,marica,-22.9194,-42.8186,27.95,79,100,2.16,BR,1707074134
562,thunder bay,48.4001,-89.3168,4.99,56,0,2.57,CA,1707074248
563,wenling,28.3669,121.36,7.84,92,25,2.65,CN,1707074248
564,bethal,-26.4579,29.4655,15.86,82,97,2.17,ZA,1707074248
565,caras,-9.0467,-77.8114,21.49,74,100,1.98,PE,1707074248
566,kirkwall,58.9848,-2.9587,6.09,81,40,7.72,GB,1707074249
567,swakopmund,-22.6833,14.5333,21.47,87,100,0.45,NA,1707074249
568,nabire,-3.3667,135.4833,24.97,92,94,1.33,ID,1707074249
569,magadan,59.5667,150.8,-23.39,82,6,4.13,RU,1707074249
570,potosi,-19.5836,-65.7531,12.91,42,99,7.21,BO,1707074124
571,rongelap,11.1635,166.8941,26.28,74,100,7.77,MH,1707074249
572,mafinga,-7.25,35.0667,20.45,91,100,0.86,TZ,1707074250
573,rudnyy,52.9594,63.1206,-5.87,91,100,6.84,KZ,1707074250
574,yarkovo,57.4028,67.0786,-12.01,96,93,2.95,RU,1707074250
575,ta'if,21.2703,40.4158,13.56,67,14,3.64,SA,1707074045
